,Unnamed: 0,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,sentiment_score
253490,253517,US,24567132,R2IMIG4F9YVWUT,B008QMA8H4,498870119,Thick Rolled Oats Gluten Free,Grocery,5.0,0.0,0.0,N,Y,Bob's Red Mill is nothing but the best. No GMO poison.,Bob's Red Mill is nothing but the best. No GMO poison.,2015-06-03,-0.9202
253714,253741,US,24567132,R2VFW02H3EBLLB,B001EQ56DA,466505887,EnviroKidz Organic Chocolate  Koala Crisp Cereal,Grocery,5.0,0.0,0.0,N,Y,EnviroKidz is a brand you can trust - No GMO poison,EnviroKidz is a brand you can trust - No GMO poison,2015-06-03,-0.34
265072,265104,US,31172791,RUVN0H3EEN1P1,B000UWE0AO,750245309,Japanese Bonito Flakes 2.82 Ounces,Grocery,5.0,1.0,1.0,N,Y,Best product when she was so sick with a feeding ...,Siamese kitlet Sophie is so addicted that I can't move without her following me around to see if I'm anywhere near the &#34;Fish Flake&#34; jar. Best product when she was so sick with a feeding tube; only product that brought her appetite back!,2015-05-30,-0.0857
265088,265120,US,39127916,R1CR5AY0NAJJRT,B0019ZHU2Q,136077411,"Ghirardelli Chocolate Intense Dark Bar, Twilight Delight 72% Cacao, 3.5-Ounce Bars (Pack of 6)",Grocery,1.0,2.0,3.0,N,N,These have unsafe levels of both lead and cadmium. ...,"These have unsafe levels of both lead and cadmium. If the manufacturer was square, it would have the label warning about unsafe chemicals and birth defects.  Many popular chocolates have this problem. Please see the complete list here http://www.asyousow.org/our-work/environmental-health/toxic-enforcement/lead-and-cadmium-in-food/",2015-05-30,-0.481
266049,266081,US,39127916,R3N3N8HK4995SK,B006DR0HMU,466189891,Trader Joe's the Dark Chocolate Lover's Chocolate Bar (3.5 oz/ 1.7 oz bar)(Pack of 2 / Total of 4 Bars),Grocery,1.0,7.0,11.0,N,N,These have unsafe levels of both lead and cadmium. ...,"These have unsafe levels of both lead and cadmium. If the manufacturer was square, it would have the label warning about unsafe chemicals and both defects.  Please see the complete list here http://www.asyousow.org/our-work/environmental-health/toxic-enforcement/lead-and-cadmium-in-food/",2015-05-30,-0.4215
270489,270522,US,22952639,R3HT11UPDAKE99,B00BWV22DE,666416024,In Shell Walnuts - Oh! Nuts,Grocery,3.0,1.0,1.0,N,Y,Some rotten ones,"Too many rotten ones in my 2 bags, or it would be 4 stars",2015-05-28,-0.5106
275659,275692,US,31345052,R2Q0WS9DC6FP3B,B00O2CVF56,215460085,"Onnit MCT Oil - Pure MCT Coconut Oil, Ketogenic Diet and Paleo Optimized with C8, C10, Lauric Acid - Perfect for Coffee, Shakes, and Cooking (Flavorless - 24oz)",Grocery,2.0,1.0,3.0,N,Y,I don't feel anything and it made me sick. 2nd onnit product that i didn't like.,"I always heard about mct oil from Joe Rogan, caveman coffee, and Dave Asprey, so I got a bottle and so far I haven’t noticed anything. Well see if that changes  by the time I’m done with the bottle. It says its tasteless, but I personally taste like there’s a hint of soap in it. It reminds me of bubble solution you might use for little kids. Don’t take more than 1 tablespoon if you’re new to this stuff. It caused a day of watery defecation for me. I’m serious, it was a day. Sounds gross, but it’s a fact you have to know before taking this stuff. So start slow and build up over a few weeks. If you take too much, Your body will tell you over and over. This is the second time I’ve tried an onnit product and I ended up not liking it. Alpha brain gave me really bad stomach pains and this MCT oil doesn’t do anything for me and it gave me diarrhea. If I notice I feel any better then I’ll update this.",2015-05-26,-0.8004
281727,281760,US,276734,R3TJER95RX1GAX,B00PEQZXSY,812057321,X-Mode Energy Shots on Tap,Grocery,1.0,3.0,9.0,N,Y,So far it's made me very ill.,I drank 1 oz of this Friday and 2 ozs Sat. I had stomach cramps and puked all day and night Sat into Sunday morning now. I'm afraid to use the product again. After not using it a while I might try it one more time to confirm whether it was the product or a coincidence.,2015-05-24,-0.4215
285324,285358,US,41918911,RS230FN8C7ZW5,B0002IZD1G,53512756,Bull-Dog Vegetable & Fruit Tonkatsu Sauce 10.1 Fl. Oz.,Grocery,1.0,2.0,14.0,N,Y,An absolute disgust. The number 1 ingredient is literally poison,"An absolute disgust.  The number 1 ingredient is literally poison, followed by sugar, more sugar, and a little dash of sugar.  They know they are selling CRAP and actually try to cover up the ingredient label/nutrition information with a sticker.",2015-05-22,-0.8868
290180,290215,US,12531857,R126Y15KKN32ZH,B00R0OBLNE,588773473,"Namaste Foods Gluten Free Chicken Noodle Soup, 1.5 Ounce (Pack of 12)",Grocery,1.0,2.0,4.0,N,Y,They stink!!!!!!! It ...,"They stink!!!!!!! It must be made out of dead animals!!! There is major recall of Indian made noodles see here: [...]  Not to mention for $5 a pop, they should taste and smell right. I am not saying they are related but but makes you wonder.",2015-05-21,-0.5883
304128,304163,US,32402194,RLCA9EMQX13G7,B001VNECT0,982675166,"Frontier Fennel Seed Whole, 16 Ounce Bags (Pack of 2)",Grocery,1.0,2.0,3.0,N,Y,"This made me sick -- as in, graphically, ...","This made me sick -- as in, graphically, run to the bathroom kind of sick. Amazon's customer service was stellar and refunded me right away. Stay away from it!",2015-05-16,-0.784
309227,309262,US,43321542,R3FUOTJV3FSG1L,B00CR1CM0Q,685528109,"Ziyad Pure Desi Ghee Clarified Butter, 32 Ounce",Grocery,3.0,1.0,2.0,N,Y,Smells stinky but good for lamps,Lasts for diya but smells a little stinky.,2015-05-14,-0.4235
310685,310720,US,48480519,R35E5E691FUI5F,B00JHPFY4Q,400860530,Milo's Kitchen Chicken Jerky Strips (Made in USA) 25oz,Grocery,1.0,0.0,0.0,N,N,These are poison they say made the usa but the ...,These are poison they say made the usa but the chicken comes from China they killed my grandmother's dog please look up the statistics on these before you give them to your dog they have killed thousands,2015-05-14,-0.93
311214,311249,US,16098860,R295JKNAD1WC3N,B00HES7572,682334843,"Viva Naturals #1 Organic Maca Powder, Gelatinized for Enhanced Bioavailability, Non-GMO",Grocery,1.0,44.0,54.0,N,Y,Can be dangerous for some people,you had better be careful with this stuff...I took one tsp and my heart was literally skipping in my chest so hard you could see it through my shirt...I was faint and ended up having to go to the doctor to get a beta-blocker (which i have never taken) to make it stop.  Be warned.,2015-05-14,-0.1695
326236,326273,US,16432186,R2YC6VUX7VO5BW,B00I28OQ7K,737411235,"NuSweet Liquid Sucralose , Concentrated Liquid Sweetener, 4 Oz",Grocery,2.0,0.0,0.0,N,Y,"Maybe it's just me, but I felt incredibly sick ...","Maybe it's just me, but I felt incredibly sick after adding just a tiny drop to a large coffee.  Probably too concentrated for my use.",2015-05-08,-0.8196
328081,328118,US,35063366,RUV2DJU2VFFS3,B004TJD758,777514546,Amazing Grass Green Superfood Antioxidant Sweet Berry,Grocery,1.0,61.0,89.0,N,Y,I tried to make it in shakes and other things but the taste is horrible and felt nauseous after being able to drink it,Made me feel sick after eating it. I tried to make it in shakes and other things but the taste is horrible and felt nauseous after being able to drink it..,2015-05-07,-0.7845
329372,329409,US,25755268,R2DA44E6WRJ92Q,B001KY0960,687260499,Starkist Solid White Albacore Tuna - 5 oz Can ( 8 Pack),Grocery,1.0,6.0,7.0,N,N,"Pink, stinky, sloppy, mush that I feel stupid for eating","I would give zero stars if possible. I just bought a 4 pack of what should've been solid white albacore, what I opened was a disgusting pink slop that no matter how much you drain it, you end up draining pink ooze until there's not much left. Impossible to get the water out. It had thee most horrendous smell, far beyond the bit of fishiness I expect when opening a can of Tuna. That should've been my warning to throw it out!! But no, I was stupid and made the salad and we all got sick. Only those of us that ate it, my husband and son hate tuna so it's even more obvious it was the tuna. Everyone but the 2 that didn't eat it became ill. My mom got it the worst, but she's the oldest, so beware if you serve this to children or elderly. When in doubt, THROW IT OUT! I know I won't be buying this brand again.",2015-05-07,-0.9787
335594,335632,US,37351582,R175XJQ5JG4UFR,B00NB5ZINU,258162143,Jif Whips Whipped Peanut Butter & Maple Brown Sugar,Grocery,1.0,1.0,1.0,N,Y,"and I got VERY sick in my stomach immediately after consuming this crap, might be coincidental","awful taste, and I got VERY sick in my stomach immediately after consuming this crap, might be coincidental, but I doubt it.",2015-05-05,-0.8365
336201,336239,US,46802895,R6AADA9T4FW53,B00NKGD9EA,385194683,"BOBA Black Tapioca Pearl Bubble Tea, 2 Pack (Each 8.8 OZ) + 1 Pack of 50 BOBA Straws (Variety Color)",Grocery,3.0,3.0,11.0,N,Y,Maybe dangerous?,I just read online that some of the bubbles were banned in the US because of a cancer risk. This has no English on the package. Decide for yourself- otherwise the product was just as expected. http://www.huffingtonpost.com/2012/09/05/bubble-tea-tapioca-pearls-may-cause-cancer-study-claims_n_1856152.html,2015-05-05,-0.8934
336645,336683,US,26730208,RC09B0UM1D05L,B0000EIEV3,27123741,"Melissa's Fresh Passion Fruits, 1 Dozen",Grocery,2.0,0.0,0.0,N,Y,rotten batch,a few came rotten.  bummer bc we were so excited.,2015-05-05,-0.4183
336978,337016,US,48861360,RZ6X3TNGSULS7,B006DVQFK4,48288496,Falksalt 4.4 oz,Grocery,1.0,1.0,3.0,N,Y,Buyer BEWARE - no citrus just something they call citrus AROMA (which could make you ill),"NO STARS.  I could NOT get it out of my kitchen fast enough.  It uses something called citrus AROMA but NO CITRUS.  I LOVE their other versions but this, THIS is nasty!",2015-05-04,-0.4868
351510,351550,US,44707711,R3MC2WF93NSE6V,B001LQZONU,416968787,"Stakich CHLORELLA POWDER - 100% Pure, Top Quality",Grocery,1.0,0.0,0.0,N,Y,( looks rotten never seen chlorella look or taste so bad!,"never buy this again , wish had money back  : (<br />looks rotten never seen chlorella look or taste so bad !",2015-04-29,-0.7494
355400,355441,US,1859478,R2NFE8DBDPC4GC,B00NBT2EZ6,46883415,"Campbell's Chunky Soup, Beef, (Pack of 12)",Grocery,1.0,0.0,3.0,N,N,Smells like old rotten maggoty sour stuff,"Smells like old rotten maggoty sour stuff, tastes like old rotten maggoty sour stuff. This and the Mushroom Swiss Burger makes me want to give up on Campbell's forever-obviously they don't care about the customers.",2015-04-28,-0.6031
355990,356031,US,18686630,R1RWMBMJIM3OTH,B00C35CC1U,850633399,Fixture Displays Folding High Chair Bar Stool Folding Wood Metal Chair Two-Pack 11036,Grocery,1.0,2.0,2.0,N,Y,Unsturdy and dangerous after only a few uses.,"Poor quality metal. Rear of seat bar falls out of the frame, both sides, both stools. Managed to get the back bar back into the frame again, only for it to come out again once stool was opened, and in use. Also the plastic brackets to pop the stool into open position popped off every time, eventually pulled off the seat. It shredded the wood when it ripped loose. Could only use if the person was sitting all the way back, and didn't lean forward much at all, as this is what caused it to self destruct. Huge waste of money and unsafe. So disappointed, would never recommend these, ever!",2015-04-28,-0.9336
359927,359968,US,20476609,R18Q8TH19CFUR9,B006N3I99C,718531235,"Twinings Earl Grey Tea, Keurig K-Cups, 24 Count",Grocery,5.0,0.0,0.0,N,Y,its great especially when you are sick,its great especially when you are sick!! i have really bad seasonal allergies so i drink it with honey and lemon and it really does help!!,2015-04-26,-0.292
374961,375002,US,20594005,R7067D2UONS46,B0014EW5MC,493427118,"Campbell's Condensed Soup, Double Noodle, 10.5 Ounce (Pack of 24)",Grocery,5.0,3.0,3.0,N,N,Keep it stocked in my pantry when sick!,"Whenever I am sick, the double noodle soup does the trick. I add more water to it so it has more broth. Every time I eat it, it helps settle my stomach and give me some energy that I did not have.<br /><br />Since I swear by it my mother recently bought some and said when she had a sore throat, this was all that she could eat. If you don’t feel well, I would recommend the double noodle. It does not seem to matter what is wrong with you, it will fix it.",2015-04-21,-0.2672
391759,391801,US,49137513,R242R27EKZWYY9,B0007WK1VY,735614679,"Pure Poison Hot Sauce, 5 fl oz",Grocery,5.0,0.0,0.0,N,Y,"... they all boast ""HOT"" on their labels but many disappoint. Pure poison delivers and remains my favorite",The problem with many hot sauces is that they all boast &#34;HOT&#34; on their labels but many disappoint. Pure poison delivers and remains my favorite.,2015-04-16,-0.7311
413614,413656,US,43576116,R1G6SB2KIMFIEK,B00BJN7EDS,406033805,"Puroast Low Acid Coffee French Roast Single Serve Coffee, 2.0 Keurig Compatible, 12 Count",Grocery,1.0,1.0,2.0,N,Y,Made me sick,"I actually didn't think it tasted THAT bad, but it made me extremely sick. Definitely not low-acid. In fact, regular coffee is easier on my stomach. Do not recommend.",2015-04-09,-0.2817
415316,415358,US,41254090,R2L9F74UF4AIH0,B001E5E0Y2,219289946,Navitas Naturals Organic Cacao Nibs,Grocery,3.0,29.0,31.0,N,N,total poison that must be roasted/brewed. absolute scam. toxic in raw form.,"as an example, let's look at the so called superfood moringa<br /><br />http://s8.postimg.org/8ei4z97md/sfsfsdfsf.png  - for full details of study<br />http://www.pjbs.org/pjnonline/fin2301.pdf<br />http://www.scihub.org/ABJNA/PDF/2013/1/ABJNA-4-1-71-77.pdf<br /><br />they found that it had to be roasted/cooked to remove the phytic acid and oxalic acid.<br /><br />It's the same for raw cacao folks. ancient cultures roasted it and brewed it in teas.<br />no one eats it raw. it is poison in raw form.<br />it's about time these hucksters were shown the door.<br />South American farmers think westerners are completely crazy to consume it raw and are laughing all the way to the bank.",2015-04-08,-0.4576
