marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,n_reviews,sentiment_score
US,31345052,R2Q0WS9DC6FP3B,B00O2CVF56,215460085,"Onnit MCT Oil - Pure MCT Coconut Oil, Ketogenic Diet and Paleo Optimized with C8, C10, Lauric Acid - Perfect for Coffee, Shakes, and Cooking (Flavorless - 24oz)",Grocery,2,1.0,3.0,N,Y,I don't feel anything and it made me sick. 2nd onnit product that i didn't like.,"I always heard about mct oil from Joe Rogan, caveman coffee, and Dave Asprey, so I got a bottle and so far I haven’t noticed anything. Well see if that changes  by the time I’m done with the bottle. It says its tasteless, but I personally taste like there’s a hint of soap in it. It reminds me of bubble solution you might use for little kids. Don’t take more than 1 tablespoon if you’re new to this stuff. It caused a day of watery defecation for me. I’m serious, it was a day. Sounds gross, but it’s a fact you have to know before taking this stuff. So start slow and build up over a few weeks. If you take too much, Your body will tell you over and over. This is the second time I’ve tried an onnit product and I ended up not liking it. Alpha brain gave me really bad stomach pains and this MCT oil doesn’t do anything for me and it gave me diarrhea. If I notice I feel any better then I’ll update this.",2015-05-26,24,-0.8004
US,276734,R3TJER95RX1GAX,B00PEQZXSY,812057321,X-Mode Energy Shots on Tap,Grocery,1,3.0,9.0,N,Y,So far it's made me very ill.,I drank 1 oz of this Friday and 2 ozs Sat. I had stomach cramps and puked all day and night Sat into Sunday morning now. I'm afraid to use the product again. After not using it a while I might try it one more time to confirm whether it was the product or a coincidence.,2015-05-24,101,-0.4215
US,11431147,R1BZARI1YW5NY9,B00SLULCCG,570326401,Formula Four OXiGEN water (24 pack),Grocery,1,4.0,7.0,N,N,Scam avoid it.,Just to let you guys know oxygen cannot be absorbed via your stomach or digestive system. So when someone claims you have breathing extra oxygen in the bottle they are lying...,2015-05-23,6,0.0
US,13171749,R2VVTHX45MW3ZY,B008CFOA38,657835284,Minor's Sauce,Grocery,1,3.0,5.0,N,N,First 2 ingredients are HIGH FRUCTOSE CORN SYRUP and CORN SYRUP - I avoid like the plague.,I am very disappointed the first two ingredients are HIGH FRUCTOSE CORN SYRUP and CORN SYRUP.  There are much better sauces available on the market made with wholesome healthy ingredients.,2015-05-22,8,0.2975
US,17481945,R3PQFNCOEJ4UEG,B00DKANU1I,929315331,Brazil Cerrado 100% Arabica - Natural 17/18 Screen Coffee Beans,Grocery,2,0.0,2.0,N,Y,I would avoid if it at all costs if you like a flavory creamy crema,Not the a worthy espresso that I have found and bought on Amazon and experimented with. I would avoid if it at all costs if you like a flavory creamy crema.,2015-05-22,1,-0.1043
US,43409088,R2YXDBTUAQKUDA,B004H5COV2,126089735,"Crystal Light Lemonade On The Go, 12 oz",Grocery,1,0.0,0.0,N,Y,awful don't by they are lucky I did not get sick,It expired a year before I even ordered it. The mix was a mushy solid!!!!!!!,2015-05-21,4,0.0
US,48182689,R138GK2FGEOPOW,B0002PHEU2,661257307,JR Mushrooms Pure Cinnamon Oil,Grocery,1,2.0,4.0,N,Y,Liver damage? This is CASSIA (unsafe cinnamon) not CEYLON.,"At first I love this -- great taste, strong. Then I read in the questions on this Amazon page that it's CASSIA NOT CEYLON. I read that cassia can cause liver damage! I was eating quite a bit of it and wasn't feeling well, and I'm now concerned about liver damage. :(. This must be why it says NO WHERE on the bottle what type of cinnamon it is, or the ingredients at all!! Not cool. I've wasted money and hopefully didn't harm my body with this. I'm now going to have to pay more to buy the other kind somewhere else. Sucks.",2015-05-21,172,0.8898
US,16146296,RQTDOWXD5DM2X,B00J43YC5S,559960484,"Goya Roasted Coconut Water, 17.6 Ounce (Pack of 24)",Grocery,2,1.0,2.0,N,Y,Other than the icky sweetness of the added sugar it is good,"ADDED SUGAR!  My fault, I should have looked closer.  Other than the icky sweetness of the added sugar it is good.  If you like soda pop this just might be the coconut water for you!",2015-05-18,2,0.7568
US,32402194,RLCA9EMQX13G7,B001VNECT0,982675166,"Frontier Fennel Seed Whole, 16 Ounce Bags (Pack of 2)",Grocery,1,2.0,3.0,N,Y,"This made me sick -- as in, graphically, ...","This made me sick -- as in, graphically, run to the bathroom kind of sick. Amazon's customer service was stellar and refunded me right away. Stay away from it!",2015-05-16,74,-0.784
US,43321542,R3FUOTJV3FSG1L,B00CR1CM0Q,685528109,"Ziyad Pure Desi Ghee Clarified Butter, 32 Ounce",Grocery,3,1.0,2.0,N,Y,Smells stinky but good for lamps,Lasts for diya but smells a little stinky.,2015-05-14,25,-0.4235
US,45707586,RFESFOVZQIFAY,B00CD9WWUW,290974606,Miracle Noodle Gluten-free Shirataki Pasta,Grocery,1,1.0,1.0,N,Y,like a rotten fish,"Smelly, like a rotten fish. It's taste is okay, but the smell is unbearable.",2015-05-14,36,0.0129
US,16098860,R295JKNAD1WC3N,B00HES7572,682334843,"Viva Naturals #1 Organic Maca Powder, Gelatinized for Enhanced Bioavailability, Non-GMO",Grocery,1,44.0,54.0,N,Y,Can be dangerous for some people,you had better be careful with this stuff...I took one tsp and my heart was literally skipping in my chest so hard you could see it through my shirt...I was faint and ended up having to go to the doctor to get a beta-blocker (which i have never taken) to make it stop.  Be warned.,2015-05-14,437,-0.1695
US,7194091,R1Y4OXG70GFYUN,B00CJF1LX4,804649326,"BEANITOS CHIP BLKBN CHPLT BBQ, 6 OZ",Grocery,3,0.0,0.0,N,N,Weeell ill stick to hot cheetos,I wasnt a big fan of these..<br />The flavor was good but it reminded me of beef jerky. The after taste is like I just ate a bag of fritos and those arent my favorite. They satisfied my craving for chips though or when i wanted a snack.<br />This product was sent to me to review but this is my honest opinion.,2015-05-13,450,0.8641
US,14045783,R1APSKRXZJB4QH,B000ITPGCK,795726660,Wickles Relish,Grocery,1,1.0,4.0,N,N,avoid.,Includes aluminum as an ingredient which is unnecessary and toxic. Gives me migraines. Will continue my search for a decent product.,2015-05-11,19,0.0
US,11028591,R2M4O5JW72GMMA,B004K4EWVK,663491271,"Explore Asian Organic Soybean Pasta, Spaghetti Shape, 7.05-Ounce (Pack of 6)",Grocery,3,0.0,0.0,N,N,A good substitute for people who must avoid gluten,"Very brittle and breaks easily during handling. A substantial amount came broken in the bag plus it is produced in short non typical pasta lengths.  Twirling on the fork like you would regular pasta not possible but it cooks up nice, just lack the texture of  wheat pasta.It is gluten free.",2015-05-11,54,0.7906
US,21169313,R3CLGNXD561YA7,B00SDDAKN8,676597941,"Masdevallia Marguerite HCC/AOS orchid, produces orange/red flowers",Grocery,3,0.0,0.0,N,Y,1 possibly sick orchid out of 10 healthy ones,It wasn't perfectly healthy like the other two masdevallia orchids I ordered.  A couple of leaves were yellow with dark spots and a quarter of  the tip of another leaf was brown and soft. I ordered 10 orchids from this vendor and the other nine were either impressive or perfect.,2015-05-09,1,0.068
US,16432186,R2YC6VUX7VO5BW,B00I28OQ7K,737411235,"NuSweet Liquid Sucralose , Concentrated Liquid Sweetener, 4 Oz",Grocery,2,0.0,0.0,N,Y,"Maybe it's just me, but I felt incredibly sick ...","Maybe it's just me, but I felt incredibly sick after adding just a tiny drop to a large coffee.  Probably too concentrated for my use.",2015-05-08,138,-0.8196
US,25755268,R2DA44E6WRJ92Q,B001KY0960,687260499,Starkist Solid White Albacore Tuna - 5 oz Can ( 8 Pack),Grocery,1,6.0,7.0,N,N,"Pink, stinky, sloppy, mush that I feel stupid for eating","I would give zero stars if possible. I just bought a 4 pack of what should've been solid white albacore, what I opened was a disgusting pink slop that no matter how much you drain it, you end up draining pink ooze until there's not much left. Impossible to get the water out. It had thee most horrendous smell, far beyond the bit of fishiness I expect when opening a can of Tuna. That should've been my warning to throw it out!! But no, I was stupid and made the salad and we all got sick. Only those of us that ate it, my husband and son hate tuna so it's even more obvious it was the tuna. Everyone but the 2 that didn't eat it became ill. My mom got it the worst, but she's the oldest, so beware if you serve this to children or elderly. When in doubt, THROW IT OUT! I know I won't be buying this brand again.",2015-05-07,21,-0.9787
US,7770730,R1IVP0BJIC4BJP,B00NWXCMJY,398953308,"Healthworks Gelatinized Maca Powder Organic, 8oz",Grocery,1,1.0,6.0,N,Y,Made me sick,After a week of adding this to my smoothies I tossed it out.,2015-05-05,21,0.0
US,37351582,R175XJQ5JG4UFR,B00NB5ZINU,258162143,Jif Whips Whipped Peanut Butter & Maple Brown Sugar,Grocery,1,1.0,1.0,N,Y,"and I got VERY sick in my stomach immediately after consuming this crap, might be coincidental","awful taste, and I got VERY sick in my stomach immediately after consuming this crap, might be coincidental, but I doubt it.",2015-05-05,4,-0.8365
US,46802895,R6AADA9T4FW53,B00NKGD9EA,385194683,"BOBA Black Tapioca Pearl Bubble Tea, 2 Pack (Each 8.8 OZ) + 1 Pack of 50 BOBA Straws (Variety Color)",Grocery,3,3.0,11.0,N,Y,Maybe dangerous?,I just read online that some of the bubbles were banned in the US because of a cancer risk. This has no English on the package. Decide for yourself- otherwise the product was just as expected. http://www.huffingtonpost.com/2012/09/05/bubble-tea-tapioca-pearls-may-cause-cancer-study-claims_n_1856152.html,2015-05-05,12,-0.8934
US,26730208,RC09B0UM1D05L,B0000EIEV3,27123741,"Melissa's Fresh Passion Fruits, 1 Dozen",Grocery,2,0.0,0.0,N,Y,rotten batch,a few came rotten.  bummer bc we were so excited.,2015-05-05,29,-0.4183
US,48861360,RZ6X3TNGSULS7,B006DVQFK4,48288496,Falksalt 4.4 oz,Grocery,1,1.0,3.0,N,Y,Buyer BEWARE - no citrus just something they call citrus AROMA (which could make you ill),"NO STARS.  I could NOT get it out of my kitchen fast enough.  It uses something called citrus AROMA but NO CITRUS.  I LOVE their other versions but this, THIS is nasty!",2015-05-04,21,-0.4868
US,41831006,R1QKG6J8CWYQ9L,B00L21QZVO,948330433,"Oreo Reese's Peanut Butter Cup Creme, 12.2 Ounce",Grocery,1,0.0,0.0,N,Y,avoid this garbage,"they arrived stale. even if they didn't come stale, these things suck and don't deliver the familiar Reese's taste.",2015-05-04,20,-0.4404
US,43215233,R1Y3YNQ681Q8XQ,B005P0JOHU,203179570,"Uncle Lee's Imperial Organic Tea - Pu-Erh, 18 Count",Grocery,1,6.0,8.0,N,Y,stinky tea,It's my first time drinking this tea. It promotes weight loss if you could get past the smell and taste. I felt as if I was on a farm drinking the dropping of all the barn animals.,2015-05-04,124,0.0258
US,552962,R1U2QTZOHCUTPM,B005NVW20W,584560849,"Scharffen Berger Chocolate Bar, 1 Ounce Packages (Pack of 9)",Grocery,1,5.0,7.0,N,Y,"Unaddressed, dangerous levels of heavy metals!","We are long time lovers of Scharffen Berger chocolate. Until it was discovered that they were among several other chocolate brands (their parent company is Hershey's) that tested positive for dangerous levels of lead, cadmium or both. Scharffen Berger, specifically, tested positive for Cadmium. I reached out to the company for clarification and have received no response. DO NOT BUY from faceless companies that knowingly peddle poison. [...]",2015-05-04,65,0.4939
US,44707711,R3MC2WF93NSE6V,B001LQZONU,416968787,"Stakich CHLORELLA POWDER - 100% Pure, Top Quality",Grocery,1,0.0,0.0,N,Y,( looks rotten never seen chlorella look or taste so bad!,"never buy this again , wish had money back  : (<br />looks rotten never seen chlorella look or taste so bad !",2015-04-29,49,-0.7494
US,32360043,R1DIPL5U42RRC3,B00BNI7GFK,30184486,Sour Neon Gummy Worms 5 pounds Bulk Bag,Grocery,1,1.0,1.0,N,Y,but these things were terrible! Just icky sugar,"Sorry, but these things were terrible!  Just icky sugar, not even sour.  I got rid of the stuff",2015-04-29,1,-0.68
US,1859478,R2NFE8DBDPC4GC,B00NBT2EZ6,46883415,"Campbell's Chunky Soup, Beef, (Pack of 12)",Grocery,1,0.0,3.0,N,N,Smells like old rotten maggoty sour stuff,"Smells like old rotten maggoty sour stuff, tastes like old rotten maggoty sour stuff. This and the Mushroom Swiss Burger makes me want to give up on Campbell's forever-obviously they don't care about the customers.",2015-04-28,20,-0.6031
US,18686630,R1RWMBMJIM3OTH,B00C35CC1U,850633399,Fixture Displays Folding High Chair Bar Stool Folding Wood Metal Chair Two-Pack 11036,Grocery,1,2.0,2.0,N,Y,Unsturdy and dangerous after only a few uses.,"Poor quality metal. Rear of seat bar falls out of the frame, both sides, both stools. Managed to get the back bar back into the frame again, only for it to come out again once stool was opened, and in use. Also the plastic brackets to pop the stool into open position popped off every time, eventually pulled off the seat. It shredded the wood when it ripped loose. Could only use if the person was sitting all the way back, and didn't lean forward much at all, as this is what caused it to self destruct. Huge waste of money and unsafe. So disappointed, would never recommend these, ever!",2015-04-28,9,-0.9336
US,38944597,R4AGUSAJEWUYL,B00EWTB8FQ,698043322,"Bean Boozled Jelly Belly Beans, 1.6 oz.",Grocery,3,0.0,0.0,N,Y,I dunno if i should say I'm happy with this product so ill give it a 3,I dunno if i should say I'm happy with this product so ill give it a 3. I was so excited when i bought it. but never trying it again that's for sure. It was only for fun. I almost puked! HAHAHA fun game though,2015-04-27,298,0.9556
US,11650053,RUKZJ77RSFNQH,B005HBTNH8,361868548,"Crick-ettes Sampler Gift Pack- Sour Cream & Onion, Bacon & Cheese, & Salt N' Vinegar by Hotlix",Grocery,2,0.0,0.0,N,Y,got sick (and not from ick factor),"My friends and I all got upset stomachs. Ours tasted stale so I hope we didn't get a contaminated batch or anything. Currently curled up in my bed, head and stomach aching, feeling like I've got either the flu or a hangover. Just ate them 10-15 minutes ago.",2015-04-26,57,0.3488
US,1273689,R4UA5LX3NW0OR,B002863BIW,113767398,"Bragg Nutritional Yeast Seasoning, Premium, 4.5 Ounce (2 Bottles)",Grocery,1,42.0,50.0,N,N,"AVOID!!--- Folic acid is SYNTHETIC, dangerous","If something is labeled as &#34;folic acid&#34;, that is how you know it's synthetic. The natural form is called &#34;folate&#34;. &#34;Folic acid&#34; is only used to describe synthetic form of this necessary nutrient.<br /><br />Furthermore, upon contacting Braggs directly, they stated that their Folic acid was indeed 100% synthetic.<br /><br />This is important because synthetic folate [i.e. Folic Acid] has been linked many, many times to serious illnesses/ diseases/ etc. It is far safer to buy a different nutritional yeast, and get your FOLATE naturally.<br /><br />Please be careful with products! Even a company like Braggs that makes great ACV cannot be relied on to give us everything safely.",2015-04-22,397,0.9476
